.model,Date,extent,trend,season_12,remainder,season_adjust
STL(extent ~ trend() + season(period = 12)),1995-05-01,12.97,11.509232187921068,1.4640318595112782,-0.0032640474323457624,11.505968140488722
STL(extent ~ trend() + season(period = 12)),1995-06-01,11.44,11.475379589178369,0.03278679389222045,-0.06816638307059009,11.407213206107778
STL(extent ~ trend() + season(period = 12)),1995-07-01,8.99,11.441526990435667,-2.174360218888263,-0.2771667715474049,11.164360218888262
STL(extent ~ trend() + season(period = 12)),1995-08-01,6.74,11.407674391692968,-4.331204401055506,-0.3364699906374611,11.071204401055507
STL(extent ~ trend() + season(period = 12)),1995-09-01,6.08,11.40785585134149,-5.005620850841114,-0.3222350005003758,11.085620850841114
STL(extent ~ trend() + season(period = 12)),1995-10-01,7.83,11.40803731099001,-3.157627805441732,-0.42040950554827816,10.987627805441733
STL(extent ~ trend() + season(period = 12)),1995-11-01,10.76,11.408218770638532,-0.9458459426469954,0.2976271720084629,11.705845942646995
STL(extent ~ trend() + season(period = 12)),1995-12-01,12.92,11.470828427625609,1.2583109695670174,0.1908606028073745,11.661689030432983
STL(extent ~ trend() + season(period = 12)),1996-01-01,14.18,11.533438084612685,2.7247094016186018,-0.07814748623128764,11.455290598381398
STL(extent ~ trend() + season(period = 12)),1996-02-01,15.15,11.596047741599762,3.618615130853611,-0.06466287245337199,11.53138486914639
STL(extent ~ trend() + season(period = 12)),1996-03-01,15.12,11.669689367215437,3.632217499662408,-0.18190686687784563,11.487782500337591
STL(extent ~ trend() + season(period = 12)),1996-04-01,14.22,11.743330992831114,2.8830005195115502,-0.4063315123426623,11.336999480488451
STL(extent ~ trend() + season(period = 12)),1996-05-01,13.09,11.816972618446789,1.5297729298981486,-0.2567455483449379,11.56022707010185
